Mod:Item:MetaData, Localized Name
quark:bark_birch_slab:0, 白桦树皮台阶
quark:bark_jungle_wall, tile.bark_jungle_wall.name
quark:bark_jungle_stairs, tile.bark_jungle_stairs.name
quark:bark_jungle_slab:0, 丛林树皮台阶
quark:bark_acacia_wall, tile.bark_acacia_wall.name
quark:bark_acacia_stairs, tile.bark_acacia_stairs.name
quark:bark_acacia_slab:0, 金合欢树皮台阶
quark:bark_dark_oak_wall, tile.bark_dark_oak_wall.name
quark:bark_dark_oak_stairs, tile.bark_dark_oak_stairs.name
quark:bark_dark_oak_slab:0, 深色橡树树皮台阶
quark:sturdy_stone, tile.sturdy_stone.name
quark:iron_plate:0, 铁板块
quark:iron_plate:1, 锈化铁板块
quark:iron_plate_stairs, tile.iron_plate_stairs.name
quark:iron_plate_slab:0, 铁板块台阶
quark:sandy_bricks, tile.sandy_bricks.name
quark:sandy_bricks_stairs, tile.sandy_bricks_stairs.name
quark:sandy_bricks_slab:0, 砂砖台阶
quark:sandy_bricks_wall, tile.sandy_bricks_wall.name
quark:stone_stairs, tile.stone_stairs.name
quark:stone_granite_stairs, tile.stone_granite_stairs.name
quark:stone_granite_slab:0, 花岗岩台阶
quark:stone_diorite_stairs, tile.stone_diorite_stairs.name
quark:stone_diorite_slab:0, 闪长岩台阶
quark:stone_andesite_stairs, tile.stone_andesite_stairs.name
quark:stone_andesite_slab:0, 安山岩台阶
quark:end_bricks_stairs, tile.end_bricks_stairs.name
quark:end_bricks_slab:0, 末地石砖台阶
quark:prismarine_stairs, tile.prismarine_stairs.name
quark:prismarine_slab:0, 海晶石台阶
quark:prismarine_bricks_stairs, tile.prismarine_bricks_stairs.name
quark:prismarine_bricks_slab:0, 海晶石砖台阶
quark:prismarine_dark_stairs, tile.prismarine_dark_stairs.name
quark:prismarine_dark_slab:0, 暗海晶石台阶
quark:red_nether_brick_stairs, tile.red_nether_brick_stairs.name
quark:red_nether_brick_slab:0, 红色地狱砖台阶
quark:cobblestone_mossy_stairs, tile.cobblestone_mossy_stairs.name
quark:cobblestone_mossy_slab:0, 苔石台阶
quark:stonebrick_mossy_stairs, tile.stonebrick_mossy_stairs.name
quark:stonebrick_mossy_slab:0, 苔石砖台阶
quark:thatch, 茅草
quark:thatch_stairs, 茅草楼梯
quark:thatch_slab:0, 茅草台阶
quark:charred_nether_bricks, tile.charred_nether_bricks.name
quark:charred_nether_brick_stairs, tile.charred_nether_brick_stairs.name
quark:charred_nether_brick_slab:0, 炭化地狱砖台阶
quark:world_stone_bricks:0, 花岗岩石砖
quark:world_stone_bricks:1, 闪长岩石砖
quark:world_stone_bricks:2, 安山岩石砖
quark:world_stone_bricks:3, 玄武岩砖
quark:world_stone_bricks:4, 大理石砖
quark:world_stone_bricks:5, 石灰石砖
quark:world_stone_bricks:6, 碧玉石砖
quark:world_stone_bricks:7, 板岩砖
quark:world_stone_carved:0, 錾制花岗岩砖
quark:world_stone_carved:1, 錾制闪长岩砖
quark:world_stone_carved:2, 錾制安山岩砖
quark:world_stone_carved:3, 錾制玄武岩砖
quark:world_stone_carved:4, 錾制大理石砖
quark:world_stone_carved:5, 錾制石灰岩砖
quark:world_stone_carved:6, 錾制碧玉石砖
quark:world_stone_carved:7, 錾制板岩砖
quark:stone_granite_bricks_stairs, tile.stone_granite_bricks_stairs.name
quark:stone_granite_bricks_slab:0, 花岗岩砖台阶
quark:stone_diorite_bricks_stairs, tile.stone_diorite_bricks_stairs.name
quark:stone_diorite_bricks_slab:0, 闪长岩砖台阶
quark:stone_andesite_bricks_stairs, tile.stone_andesite_bricks_stairs.name
quark:stone_andesite_bricks_slab:0, 安山岩砖台阶
quark:stone_basalt_bricks_stairs, tile.stone_basalt_bricks_stairs.name
quark:stone_basalt_bricks_slab:0, 玄武岩砖台阶
quark:stone_marble_bricks_stairs, tile.stone_marble_bricks_stairs.name
quark:stone_marble_bricks_slab:0, 大理石砖台阶
quark:stone_limestone_bricks_stairs, tile.stone_limestone_bricks_stairs.name
quark:stone_limestone_bricks_slab:0, 石灰石砖台阶
quark:stone_jasper_bricks_stairs, tile.stone_jasper_bricks_stairs.name
quark:stone_jasper_bricks_slab:0, 碧玉石砖台阶
quark:stone_slate_bricks_stairs, tile.stone_slate_bricks_stairs.name
quark:stone_slate_bricks_slab:0, 板岩砖台阶
quark:stone_granite_bricks_wall, tile.stone_granite_bricks_wall.name
quark:stone_diorite_bricks_wall, tile.stone_diorite_bricks_wall.name
quark:stone_andesite_bricks_wall, tile.stone_andesite_bricks_wall.name
quark:stone_basalt_bricks_wall, tile.stone_basalt_bricks_wall.name
quark:stone_marble_bricks_wall, tile.stone_marble_bricks_wall.name
quark:stone_limestone_bricks_wall, tile.stone_limestone_bricks_wall.name
quark:stone_jasper_bricks_wall, tile.stone_jasper_bricks_wall.name
quark:stone_slate_bricks_wall, tile.stone_slate_bricks_wall.name
quark:midori_block, tile.midori_block.name
quark:midori_pillar, tile.midori_pillar.name
quark:midori_block_stairs, tile.midori_block_stairs.name
quark:midori_block_slab:0, 绿台阶
quark:midori_block_wall, tile.midori_block_wall.name
quark:magma_bricks, tile.magma_bricks.name
quark:magma_bricks_stairs, tile.magma_bricks_stairs.name
quark:magma_bricks_slab:0, 岩浆砖台阶
quark:vertical_planks:0, 竖纹橡木木板
quark:vertical_planks:1, 竖纹云杉木板
quark:vertical_planks:2, 竖纹白桦木板
quark:vertical_planks:3, 竖纹丛林木板
quark:vertical_planks:4, 竖纹金合欢木板
quark:vertical_planks:5, 竖纹深色橡木木板
quark:vertical_stained_planks:0, 竖纹白色染色木板
quark:vertical_stained_planks:1, 竖纹橙色染色木板
quark:vertical_stained_planks:2, 竖纹品红色染色木板
quark:vertical_stained_planks:3, 竖纹淡蓝色染色木板
quark:vertical_stained_planks:4, 竖纹黄色染色木板
quark:vertical_stained_planks:5, 竖纹黄绿色染色木板
quark:vertical_stained_planks:6, 竖纹粉红色染色木板
quark:vertical_stained_planks:7, 竖纹灰色染色木板
quark:vertical_stained_planks:8, 竖纹淡灰色染色木板
quark:vertical_stained_planks:9, 竖纹青色染色木板
quark:vertical_stained_planks:10, 竖纹紫色染色木板
quark:vertical_stained_planks:11, 竖纹蓝色染色木板
quark:vertical_stained_planks:12, 竖纹棕色染色木板
quark:vertical_stained_planks:13, 竖纹绿色染色木板
quark:vertical_stained_planks:14, 竖纹红色染色木板
quark:vertical_stained_planks:15, 竖纹黑色染色木板
quark:duskbound_block, tile.duskbound_block.name
quark:duskbound_lantern, tile.duskbound_lantern.name
quark:duskbound_block_stairs, tile.duskbound_block_stairs.name
quark:duskbound_block_slab:0, 黯缚台阶
quark:duskbound_block_wall, tile.duskbound_block_wall.name
quark:world_stone_pavement:0, 花岗岩铺路石
quark:world_stone_pavement:1, 闪长岩铺路石
quark:world_stone_pavement:2, 安山岩铺路石
quark:world_stone_pavement:3, 玄武岩铺路石
quark:world_stone_pavement:4, 大理石铺路石
quark:world_stone_pavement:5, 石灰石铺路石
quark:world_stone_pavement:6, 碧玉石铺路石
quark:world_stone_pavement:7, 板岩铺路石
quark:reed_block, tile.reed_block.name
quark:reed_block_stairs, tile.reed_block_stairs.name
quark:reed_block_slab:0, 甘蔗台阶
quark:reed_block_wall, tile.reed_block_wall.name
quark:snow_bricks, tile.snow_bricks.name
quark:snow_bricks_stairs, tile.snow_bricks_stairs.name
quark:snow_bricks_slab:0, 雪砖台阶
quark:snow_bricks_wall, tile.snow_bricks_wall.name
quark:carved_wood:0, 雕纹橡木
quark:carved_wood:1, 雕纹云杉木
quark:carved_wood:2, 雕纹白桦木
quark:carved_wood:3, 雕纹丛林木
quark:carved_wood:4, 雕纹金合欢木
quark:carved_wood:5, 雕纹深色橡木
quark:soul_sandstone:0, 灵魂砂岩
quark:soul_sandstone:1, 錾制灵魂砂岩
quark:soul_sandstone:2, 平滑灵魂砂岩
quark:soul_sandstone_slab:0, 灵魂砂岩台阶
quark:soul_sandstone_stairs, tile.soul_sandstone_stairs.name
quark:soul_sandstone_wall, tile.soul_sandstone_wall.name
quark:turf, 月面土
quark:turf_stairs, tile.turf_stairs.name
quark:turf_slab:0, 草块台阶
quark:framed_glass, tile.framed_glass.name
quark:framed_glass_pane, tile.framed_glass_pane.name
quark:polished_netherrack:0, 熔铸石
quark:polished_netherrack:1, 熔铸砖
quark:polished_netherrack_bricks_stairs, tile.polished_netherrack_bricks_stairs.name
quark:polished_netherrack_bricks_slab:0, 熔铸砖台阶
quark:polished_netherrack_bricks_wall, tile.polished_netherrack_bricks_wall.name
quark:trowel, item.trowel.name
quark:quilted_wool:0, 白色缝线羊毛
quark:quilted_wool:1, 橙色缝线羊毛
quark:quilted_wool:2, 品红色缝线羊毛
quark:quilted_wool:3, 淡蓝色缝线羊毛
quark:quilted_wool:4, 黄色缝线羊毛
quark:quilted_wool:5, 黄绿色缝线羊毛
quark:quilted_wool:6, 粉红色缝线羊毛
quark:quilted_wool:7, 灰色缝线羊毛
quark:quilted_wool:8, 淡灰色缝线羊毛
quark:quilted_wool:9, 青色缝线羊毛
quark:quilted_wool:10, 紫色缝线羊毛
quark:quilted_wool:11, 蓝色缝线羊毛
quark:quilted_wool:12, 棕色缝线羊毛
quark:quilted_wool:13, 绿色缝线羊毛
quark:quilted_wool:14, 红色缝线羊毛
quark:quilted_wool:15, 黑色缝线羊毛
quark:roots, tile.roots.name
quark:root, item.root.name
quark:roots_blue_flower, tile.roots_blue_flower.name
quark:roots_black_flower, tile.roots_black_flower.name
quark:roots_white_flower, tile.roots_white_flower.name
quark:root_flower:0, 蓝色洞穴根茎
quark:root_flower:1, 黑色洞穴根茎
quark:root_flower:2, 白色洞穴根茎
quark:root_dye:0, 蓝色染料
quark:root_dye:1, 黑色染料
quark:root_dye:2, 白色染料
quark:diamond_heart, item.diamond_heart.name
quark:archaeologist_hat, item.archaeologist_hat.name
quark:variant_leaves:0, 沼泽橡树树叶
quark:variant_leaves:1, 樱花树叶
quark:variant_sapling:0, 沼泽橡树树苗
quark:variant_sapling:1, 樱花树苗
quark:crystal:0, 白色洞穴水晶
quark:crystal:1, 红色洞穴水晶
quark:crystal:2, 橙色洞穴水晶
quark:crystal:3, 黄色洞穴水晶
quark:crystal:4, 绿色洞穴水晶
quark:crystal:5, 蓝色洞穴水晶
quark:crystal:6, 靛蓝色洞穴水晶
quark:crystal:7, 蓝紫色洞穴水晶
quark:crystal:8, 黑色洞穴水晶
quark:crystal_pane:0, 白色洞穴水晶板
quark:crystal_pane:1, 红色洞穴水晶板
quark:crystal_pane:2, 橙色洞穴水晶板
quark:crystal_pane:3, 黄色洞穴水晶板
quark:crystal_pane:4, 绿色洞穴水晶板
quark:crystal_pane:5, 蓝色洞穴水晶板
quark:crystal_pane:6, 靛蓝色洞穴水晶板
quark:crystal_pane:7, 蓝紫色洞穴水晶板
quark:crystal_pane:8, 黑色洞穴水晶板
quark:stone_speleothem, tile.stone_speleothem.name
quark:granite_speleothem, tile.granite_speleothem.name
quark:diorite_speleothem, tile.diorite_speleothem.name
quark:andesite_speleothem, tile.andesite_speleothem.name
quark:netherrack_speleothem, tile.netherrack_speleothem.name
quark:basalt_speleothem, tile.basalt_speleothem.name
quark:marble_speleothem, tile.marble_speleothem.name
quark:limestone_speleothem, tile.limestone_speleothem.name
quark:jasper_speleothem, tile.jasper_speleothem.name
quark:slate_speleothem, tile.slate_speleothem.name
quark:biotite_ore, tile.biotite_ore.name
quark:biotite_block:0, 黑云母块
quark:biotite_block:1, 錾制黑云母块
quark:biotite_block:2, 竖纹黑云母块
quark:biotite, item.biotite.name
quark:biotite_slab:0, 黑云母台阶
quark:biotite_stairs, tile.biotite_stairs.name
quark:biotite_wall, tile.biotite_wall.name
quark:monster_box, 陷阱刷怪箱
quark:basalt:0, 玄武岩
quark:basalt:1, 磨制玄武岩
quark:stone_basalt_slab:0, 玄武岩台阶
quark:stone_basalt_stairs, tile.stone_basalt_stairs.name
quark:basalt_wall, tile.basalt_wall.name
quark:frog_leg, 蟾蜍腿
quark:cooked_frog_leg, 煮熟的蟾蜍腿
quark:golden_frog_leg, item.golden_frog_leg.name
quark:pirate_hat, 海盗帽
quark:crab_leg, item.crab_leg.name
quark:cooked_crab_leg, item.cooked_crab_leg.name
quark:crab_shell, item.crab_shell.name
quark:marble:0, 大理石
quark:marble:1, 磨制大理石
quark:stone_marble_slab:0, 大理石台阶
quark:stone_marble_stairs, tile.stone_marble_stairs.name
quark:marble_wall, tile.marble_wall.name
quark:limestone:0, 石灰石
quark:limestone:1, 磨制石灰石
quark:stone_limestone_slab:0, 石灰石台阶
quark:stone_limestone_stairs, tile.stone_limestone_stairs.name
quark:limestone_wall, tile.limestone_wall.name
quark:jasper:0, 碧玉石
quark:jasper:1, 磨制碧玉石
quark:stone_jasper_slab:0, 碧玉石台阶
quark:stone_jasper_stairs, tile.stone_jasper_stairs.name
quark:jasper_wall, tile.jasper_wall.name
quark:slate:0, 板岩
quark:slate:1, 磨制板岩
quark:stone_slate_slab:0, 板岩台阶
quark:stone_slate_stairs, tile.stone_slate_stairs.name
quark:slate_wall, tile.slate_wall.name
quark:biome_cobblestone:0, 硫磺石
quark:biome_cobblestone:1, 永冻石
quark:biome_cobblestone:2, 蛛网石
quark:biome_brick:0, 硫磺石砖
quark:biome_brick:1, 永冻石砖
quark:elder_prismarine:0, 远古海晶石
quark:elder_prismarine:1, 远古海晶石砖
quark:elder_prismarine:2, 暗远古海晶石
quark:elder_sea_lantern, tile.elder_sea_lantern.name
quark:fire_stone_slab:0, 硫磺石台阶
quark:fire_stone_stairs, tile.fire_stone_stairs.name
quark:fire_stone_brick_slab:0, 硫磺石砖台阶
quark:fire_stone_brick_stairs, tile.fire_stone_brick_stairs.name
quark:icy_stone_slab:0, 永冻石台阶
quark:icy_stone_stairs, tile.icy_stone_stairs.name
quark:icy_stone_brick_slab:0, 永冻石砖台阶
quark:icy_stone_brick_stairs, tile.icy_stone_brick_stairs.name
quark:cobbed_stone_slab:0, 蛛网石台阶
quark:cobbed_stone_stairs, tile.cobbed_stone_stairs.name
quark:elder_prismarine_slab:0, 远古海晶石台阶
quark:elder_prismarine_stairs, tile.elder_prismarine_stairs.name
quark:elder_prismarine_bricks_slab:0, 远古海晶石转台阶
quark:elder_prismarine_bricks_stairs, tile.elder_prismarine_bricks_stairs.name
quark:elder_prismarine_dark_slab:0, 暗远古海晶石台阶
quark:elder_prismarine_dark_stairs, tile.elder_prismarine_dark_stairs.name
quark:fire_stone_wall, tile.fire_stone_wall.name
quark:icy_stone_wall, tile.icy_stone_wall.name
quark:cobbed_stone_wall, tile.cobbed_stone_wall.name
quark:fire_stone_brick_wall, tile.fire_stone_brick_wall.name
quark:icy_stone_brick_wall, tile.icy_stone_brick_wall.name
quark:elder_prismarine_wall, tile.elder_prismarine_wall.name
quark:elder_prismarine_bricks_wall, tile.elder_prismarine_bricks_wall.name
quark:elder_prismarine_dark_wall, tile.elder_prismarine_dark_wall.name
quark:glowcelium, 荧光菌丝
quark:glowshroom, tile.glowshroom.name
quark:glowshroom_block, tile.glowshroom_block.name
quark:soul_bead, item.soul_bead.name
quark:smoker, 烟口
quark:chute, 滑槽漏斗
quark:sugar_block, tile.sugar_block.name
quark:redstone_randomizer, tile.redstone_randomizer.name
quark:iron_button, tile.iron_button.name
quark:gold_button, tile.gold_button.name
quark:ender_watcher, tile.ender_watcher.name
quark:iron_rod, tile.iron_rod.name
quark:color_slime:0, 红色粘液块
quark:color_slime:1, 蓝色粘液块
quark:color_slime:2, 青色粘液块
quark:color_slime:3, 品红色粘液块
quark:color_slime:4, 黄色粘液块
quark:gravisand, tile.gravisand.name
quark:redstone_inductor, tile.redstone_inductor.name
quark:obsidian_pressure_plate, tile.obsidian_pressure_plate.name
quark:rain_detector, tile.rain_detector.name
quark:chain, item.chain.name
quark:pickarang, item.pickarang.name
quark:arrow_ender, item.arrow_ender.name
quark:arrow_explosive, item.arrow_explosive.name
quark:arrow_torch, item.arrow_torch.name
quark:slime_bucket:0, 史莱姆桶
quark:rune:0, 白色符文
quark:rune:1, 橙色符文
quark:rune:2, 品红色符文
quark:rune:3, 淡蓝色符文
quark:rune:4, 黄色符文
quark:rune:5, 黄绿色符文
quark:rune:6, 粉红色符文
quark:rune:7, 灰色符文
quark:rune:8, 淡灰色符文
quark:rune:9, 青色符文
quark:rune:10, 紫色符文
quark:rune:11, 蓝色符文
quark:rune:12, 棕色符文
quark:rune:13, 绿色符文
quark:rune:14, 红色符文
quark:rune:15, 黑色符文
quark:rune:16, 彩虹符文
quark:black_ash, tile.black_ash.name
quark:ancient_tome, item.ancient_tome.name
quark:horse_whistle, item.horse_whistle.name
quark:soul_powder, item.soul_powder.name
quark:parrot_egg:0, 红色鹦鹉蛋
quark:parrot_egg:1, 蓝色鹦鹉蛋
quark:parrot_egg:2, 绿色鹦鹉蛋
quark:parrot_egg:3, 青色鹦鹉蛋
quark:parrot_egg:4, 灰色鹦鹉蛋
quark:enderdragon_scale, item.enderdragon_scale.name
quark:witch_hat, item.witch_hat.name
quark:glass_shards:0, 玻璃碎片
quark:glass_shards:1, 白色玻璃碎片
quark:glass_shards:2, 橙色玻璃碎片
quark:glass_shards:3, 品红色玻璃碎片
quark:glass_shards:4, 淡蓝色玻璃碎片
quark:glass_shards:5, 黄色玻璃碎片
quark:glass_shards:6, 黄绿色玻璃碎片
quark:glass_shards:7, 粉红色玻璃碎片
quark:glass_shards:8, 灰色玻璃碎片
quark:glass_shards:9, 淡灰色玻璃碎片
quark:glass_shards:10, 青色玻璃碎片
quark:glass_shards:11, 紫色玻璃碎片
quark:glass_shards:12, 蓝色玻璃碎片
quark:glass_shards:13, 棕色玻璃碎片
quark:glass_shards:14, 绿色玻璃碎片
quark:glass_shards:15, 红色玻璃碎片
quark:glass_shards:16, 黑色玻璃碎片
bno:ore_netheremerald, Nether Emerald Ore
bno:ore_netherdiamond, Nether Diamond Ore
bno:ore_netherredstone, Nether Redstone Ore
bno:ore_netherlapis, Nether Lapis Ore
bno:ore_nethercoal, Nether Coal Ore
bno:ore_nethergold, Nether Gold Ore
bno:ore_netheriron, Nether Iron Ore
bno:ore_nethercopper, Nether Copper Ore
bno:ore_nethertin, Nether Tin Ore
bno:block_copper, 铜块
bno:block_tin, 锡块
bno:ingot_copper, Copper Ingot
bno:ingot_tin, Tin Ingot
bno:nugget_copper, Copper Nugget
